3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,19,19,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,2,2,2,19,19,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,19,19,19,19,19,19,1,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,1,1,1,18,18,2,2,2,2,19,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,19,2,2,2,2,2,2,19,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,18,18,1,1,1,1,18,2,1,1,2,2,19,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,19,2,2,2,2,2,2,2,2,19,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,18,1,18,1,1,1,18,2,1,1,2,2,2,19,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,19,2,2,19,2,13,19,2,2,19,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,18,18,18,1,1,18,18,2,1,1,1,18,2,19,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,2,19,2,19,2,2,4,2,19,2,19,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,18,18,18,18,18,2,2,18,18,1,1,1,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,2,2,19,2,2,2,4,2,2,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,15,9,9,9,9,10,2,2,18,2,1,1,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,11,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,11,10,2,18,2,1,1,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,11,9,9,10,2,2,2,2,2,2,2,2,2,13,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,10,2,2,1,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,11,9,9,9,9,9,9,9,9,16,16,10,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,10,2,1,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,12,2,11,10,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,11,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,12,2,2,2,2,11,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,12,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,9,12,18,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,8,12,2,2,2,2,2,2,2,2,11,9,9,9,10,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,8,9,9,16,9,12,2,2,2,2,2,2,2,2,2,2,2,2,2,11,9,9,9,9,10,2,2,2,2,2,2,2,4,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,8,12,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,10,2,2,2,2,2,2,4,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8,12,1,1,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,10,2,2,2,2,8,12,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,8,12,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,8,12,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,12,19,1,1,1,1,2,11,10,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,11,9,9,9,12,2,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,18,2,2,2,2,2,8,9,9,16,9,12,19,19,19,2,2,2,2,2,2,2,11,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,8,12,2,1,4,19,19,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,18,2,2,2,2,4,2,1,1,11,19,2,2,2,2,2,2,2,2,19,19,19,19,2,13,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,18,18,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,2,4,2,2,2,1,13,19,2,2,2,1,2,2,2,18,1,1,19,2,4,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,18,2,2,2,8,12,2,2,1,1,11,14,1,1,1,2,2,2,2,2,1,1,19,2,4,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,18,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,4,1,2,1,1,1,1,1,1,2,2,2,2,2,2,19,1,1,19,2,4,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,18,18,2,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,18,18,2,2,4,1,1,1,2,1,1,15,10,2,2,2,2,2,2,19,19,19,19,2,4,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,18,18,2,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,18,2,2,4,1,1,2,1,1,1,1,11,10,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,19,2,2,2,2,2,2,4,1,1,2,2,1,1,1,1,16,14,1,2,2,2,2,2,2,2,8,12,2,2,2,2,2,2,2,2,2,2,2,2,19,19,19,2,2,2,2,2,2,2,2,18,18,18,2,2,2,2,19,3,3,3,3,3,3,3,3,
